"","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted"
"1",4.96999979019165,5.01249980926514,4.84999990463257,5.01000022888184,120071600,4.59716033935547
"2",4.98750019073486,4.99499988555908,4.77500009536743,4.78499984741211,76220800,4.39069938659668
"3",4.79250001907349,4.8274998664856,4.70499992370605,4.76249980926514,60759200,4.3700532913208
"4",4.70749998092651,4.75,4.59250020980835,4.61499977111816,54930000,4.23470687866211
"5",4.60750007629395,4.65000009536743,4.51249980926514,4.51749992370605,43598800,4.14524078369141
"6",4.55249977111816,4.5774998664856,4.49499988555908,4.5149998664856,43395600,4.14294815063477
"7",4.49249982833862,4.51999998092651,4.35750007629395,4.39249992370605,56928800,4.03054237365723
"8",4.3899998664856,4.40000009536743,4.18499994277954,4.34250020980835,74163200,3.98466324806213
"9",4.34999990463257,4.37750005722046,4.24499988555908,4.28000020980835,49354800,3.92731261253357
"10",4.28000020980835,4.33500003814697,4.21999979019165,4.25,57476000,3.89978456497192
"11",4.28749990463257,4.38000011444092,4.26749992370605,4.28499984741211,53457600,3.93190145492554
"12",4.22749996185303,4.25250005722046,4.10500001907349,4.19250011444092,93591600,3.84702348709106
"13",4.19500017166138,4.26000022888184,3.98749995231628,4.0475001335144,102490800,3.7139720916748
"14",4.09499979019165,4.09749984741211,3.82750010490417,3.95250010490417,146788400,3.62680006027222
"15",3.91750001907349,4,3.875,3.90499997138977,74596000,3.58321356773376
"16",3.92000007629395,4.01999998092651,3.8824999332428,3.99000000953674,70427600,3.66120934486389
"17",3.96250009536743,4.0149998664856,3.92750000953674,3.93499994277954,65172000,3.61074161529541
"18",3.88499999046326,4.07999992370605,3.84999990463257,4.05249977111816,74402400,3.71855807304382
"19",4.03249979019165,4.06750011444092,3.91000008583069,3.93499994277954,52905200,3.61074161529541
"20",3.93499994277954,3.96000003814697,3.71499991416931,3.85249996185303,114215200,3.5350399017334
"21",3.85249996185303,3.92000007629395,3.82500004768372,3.875,69220000,3.55568623542786
"22",3.90000009536743,3.97499990463257,3.76500010490417,3.93499994277954,96054400,3.61074161529541
"23",3.9449999332428,4.02750015258789,3.88499999046326,3.98499989509583,65230000,3.65662217140198
"24",3.98499989509583,4.05249977111816,3.90499997138977,4.03749990463257,54080400,3.70479583740234
"25",4.03249979019165,4.07000017166138,3.93499994277954,3.97000002861023,53529600,3.64285802841187
"26",3.96749997138977,3.97499990463257,3.86999988555908,3.91750001907349,52958000,3.59468388557434
"27",3.9375,3.95749998092651,3.86249995231628,3.93249988555908,98613600,3.60844802856445
"28",3.87750005722046,3.90499997138977,3.82500004768372,3.85750007629395,61951600,3.53962802886963
"29",3.78500008583069,3.79999995231628,3.71250009536743,3.72250008583069,71438800,3.41575264930725
"30",3.70499992370605,3.74000000953674,3.60999989509583,3.67249989509583,86760400,3.36987257003784
"31",3.72250008583069,3.74749994277954,3.63000011444092,3.66499996185303,63436800,3.36299157142639
"32",3.6800000667572,3.70250010490417,3.50250005722046,3.51999998092651,108899600,3.22993969917297
"33",3.53999996185303,3.5625,3.45250010490417,3.52500009536743,82773600,3.23452687263489
"34",3.49749994277954,3.51749992370605,3.40499997138977,3.45000004768372,81820000,3.16570782661438
"35",3.46000003814697,3.5625,3.46000003814697,3.5550000667572,60222400,3.26205515861511
"36",3.56750011444092,3.58750009536743,3.5,3.50999999046326,66295600,3.22076344490051
"37",3.51500010490417,3.70000004768372,3.46250009536743,3.67499995231628,114342000,3.3721661567688
"38",3.70749998092651,3.76250004768372,3.66000008583069,3.75,73719200,3.44098591804504
"39",3.69250011444092,3.70749998092651,3.63750004768372,3.69000005722046,56692000,3.38593101501465
"40",3.58500003814697,3.67499995231628,3.54749989509583,3.59999990463257,69827600,3.30334663391113
"41",3.54999995231628,3.56750011444092,3.45499992370605,3.46499991416931,65221200,3.17947125434875
"42",3.45250010490417,3.52999997138977,3.39750003814697,3.45749998092651,64817600,3.17258954048157
"43",3.42249989509583,3.49000000953674,3.40499997138977,3.45749998092651,67765600,3.17258954048157
"44",3.53749990463257,3.65249991416931,3.5074999332428,3.64249992370605,101962000,3.3423445224762
"45",3.6175000667572,3.84500002861023,3.60500001907349,3.60500001907349,135643200,3.30793523788452
"46",3.61249995231628,3.71499991416931,3.57750010490417,3.70250010490417,76523600,3.39740133285522
"47",3.63499999046326,3.63499999046326,3.34999990463257,3.34999990463257,97973200,3.07394742965698
"48",3.42750000953674,3.47000002861023,3.15000009536743,3.23749995231628,127058800,2.9707190990448
"49",3.07999992370605,3.19000005722046,2.96250009536743,2.98250007629395,108418000,2.736732006073
"50",3.03999996185303,3.23749995231628,3,3.23250007629395,132983200,2.96613001823425
"51",3.13750004768372,3.22749996185303,3.06750011444092,3.08500003814697,114005200,2.83078503608704
"52",3.08500003814697,3.39750003814697,3.08500003814697,3.35249996185303,107879200,3.0762414932251
"53",3.71000003814697,3.71499991416931,3.16750001907349,3.22000002861023,319578400,2.95465970039368
"54",3.25250005722046,3.34999990463257,3.23499989509583,3.34249997138977,86415200,3.06706571578979
"55",3.3050000667572,3.34999990463257,3.1875,3.24749994277954,71686800,2.97989439964294
"56",3.2574999332428,3.3125,3.16000008583069,3.20250010490417,55332800,2.9386031627655
"57",3.05749988555908,3.08750009536743,2.95000004768372,2.98499989509583,80256400,2.73902583122253
"58",2.93499994277954,3.09750008583069,2.91249990463257,2.93249988555908,76133200,2.69085144996643
"59",3.01500010490417,3.04999995231628,2.95250010490417,2.98499989509583,61187600,2.73902583122253
"60",3.05749988555908,3.30999994277954,3.05250000953674,3.30749988555908,93831200,3.03495025634766
"61",3.29999995231628,3.30999994277954,3.17499995231628,3.25999999046326,68750000,2.99136471748352
"62",3.1949999332428,3.25250005722046,3.11500000953674,3.11999988555908,69096800,2.86289978027344
"63",3.10750007629395,3.28500008583069,3.05250000953674,3.25250005722046,73266000,2.98448252677917
"64",3.34500002861023,3.35249996185303,3.26749992370605,3.33999991416931,60152800,3.06477236747742
"65",3.31750011444092,3.44749999046326,3.29500007629395,3.42000007629395,68476000,3.13818049430847
"66",3.4449999332428,3.48000001907349,3.29999995231628,3.32750010490417,70580800,3.05330181121826
